timestamp,device_id,indoor_temp_c,outdoor_temp_c,target_temp_c,indoor_humidity_percent,compressor_power_watts,refrigerant_pressure_psi,airflow_cfm,health_score,status_label
2026-02-01 17:10:20,AC_UNIT_001,22.4,31.68,22,54.74,1382.79,67.29,380.86,100.0,Normal
2026-02-01 18:10:20,AC_UNIT_001,24.37,30.07,24,54.1,1191.8,68.21,365.92,100.0,Normal
2026-02-01 19:10:20,AC_UNIT_001,24,28.41,24,46.73,1002.34,74.44,384.11,100.0,Normal
2026-02-01 20:10:20,AC_UNIT_001,23,24.89,23,41.6,957.87,73.52,402.15,100.0,Normal
2026-02-01 21:10:20,AC_UNIT_001,24,26.52,24,49.32,878.56,66.49,404.02,100.0,Normal
2026-02-01 22:10:20,AC_UNIT_001,23,26.42,23,48.3,985.83,71.45,363.15,100.0,Normal
2026-02-01 23:10:20,AC_UNIT_001,22.27,26.79,22,41.89,901.81,66.11,365.31,100.0,Normal
2026-02-02 00:10:20,AC_UNIT_001,23,26.88,23,52.86,1081.16,67.09,376.31,100.0,Normal
2026-02-02 01:10:20,AC_UNIT_001,24.3,25.99,24,49.3,925.77,70.24,397.24,100.0,Normal
2026-02-02 02:10:20,AC_UNIT_001,23.17,24.13,23,41.44,868.09,72.03,376.09,100.0,Normal
2026-02-02 03:10:20,AC_UNIT_001,24,24.45,24,44.86,804.61,71.75,409.97,100.0,Normal
2026-02-02 04:10:20,AC_UNIT_001,23,25.3,23,43.05,1065.1,66.38,350.2,100.0,Normal
2026-02-02 05:10:20,AC_UNIT_001,23,26.11,23,49.25,1081.68,72.2,402.16,100.0,Normal
2026-02-02 06:10:20,AC_UNIT_001,24,24.43,24,45.99,931.01,71.91,362.82,100.0,Normal
2026-02-02 07:10:20,AC_UNIT_001,24,26.94,24,43.16,976.07,74.72,373.57,100.0,Normal
2026-02-02 08:10:20,AC_UNIT_001,23.13,29.86,23,47.14,1280.08,74.74,396.64,100.0,Normal
2026-02-02 09:10:20,AC_UNIT_001,24,29.2,24,41.93,1194.27,71.71,351.24,100.0,Normal
2026-02-02 10:10:20,AC_UNIT_001,22,30.81,22,47.37,1322.92,68.5,370.62,100.0,Normal
2026-02-02 11:10:20,AC_UNIT_001,22,29.89,22,45.9,1371.42,70.88,400.47,100.0,Normal
2026-02-02 12:10:20,AC_UNIT_001,22.24,32.58,22,43.32,1395.76,67.81,368.79,100.0,Normal
2026-02-02 13:10:20,AC_UNIT_001,22,33.28,22,52.24,1052.98,72.38,369.96,100.0,Normal
2026-02-02 14:10:20,AC_UNIT_001,23.19,31.92,23,50.27,1045.79,66.17,417.6,100.0,Normal
2026-02-02 15:10:20,AC_UNIT_001,24.29,29.14,24,47.52,1237.27,66.5,376.08,100.0,Normal
2026-02-02 16:10:20,AC_UNIT_001,22,28.27,22,47.61,1362.91,73.78,376.67,100.0,Normal
2026-02-02 17:10:20,AC_UNIT_001,24,32.4,24,53.95,1122.24,74.65,355.39,100.0,Normal
2026-02-02 18:10:20,AC_UNIT_001,22,31.58,22,49.69,1305.38,65.04,364.02,100.0,Normal
2026-02-02 19:10:20,AC_UNIT_001,24,31.59,24,47.03,1134.24,67.89,385.23,100.0,Normal
2026-02-02 20:10:20,AC_UNIT_001,22,25.91,22,40.95,971.61,73.85,405.59,100.0,Normal
2026-02-02 21:10:20,AC_UNIT_001,23,24.43,23,46.42,998.66,66.43,367.46,100.0,Normal
2026-02-02 22:10:20,AC_UNIT_001,24.1,25.88,24,47.01,886.92,71.31,364.18,100.0,Normal
2026-02-02 23:10:20,AC_UNIT_001,22,26.95,22,52.65,960.78,73.46,351.84,100.0,Normal
2026-02-03 00:10:20,AC_UNIT_001,22,25.53,22,40.5,800.12,67.34,359.75,100.0,Normal
2026-02-03 01:10:20,AC_UNIT_001,24,24.41,24,44.12,812.5,66.07,398.43,100.0,Normal
2026-02-03 02:10:20,AC_UNIT_001,22,26.38,22,45.22,823.25,72.62,375.09,100.0,Normal
2026-02-03 03:10:20,AC_UNIT_001,24,26.99,24,44.97,1014.74,71.21,377.88,100.0,Normal
2026-02-03 04:10:20,AC_UNIT_001,22.16,26.24,22,43.6,1041.14,65.94,410.59,100.0,Normal
2026-02-03 05:10:20,AC_UNIT_001,22.44,25.37,22,46.09,1036.02,66.72,374.02,100.0,Normal
2026-02-03 06:10:20,AC_UNIT_001,24.32,24.89,24,45.15,975.18,70.67,364.73,100.0,Normal
2026-02-03 07:10:20,AC_UNIT_001,23.28,25.21,23,47.69,828.16,70.71,403.5,100.0,Normal
2026-02-03 08:10:20,AC_UNIT_001,23.16,33.59,23,40.97,1095.17,73.27,365.1,100.0,Normal
2026-02-03 09:10:20,AC_UNIT_001,24,31.04,24,45.22,1252.97,73.72,386.7,100.0,Normal
2026-02-03 10:10:20,AC_UNIT_001,22,29.26,22,51.39,1091.96,66.18,413.3,100.0,Normal
2026-02-03 11:10:20,AC_UNIT_001,22.4,32.29,22,44.31,1293.94,65.85,353.47,100.0,Normal
2026-02-03 12:10:20,AC_UNIT_001,23,31.62,23,43.24,1027.85,72.19,379.31,100.0,Normal
2026-02-03 13:10:20,AC_UNIT_001,22,30.08,22,49.03,1081.15,73.67,407.47,100.0,Normal
2026-02-03 14:10:20,AC_UNIT_001,22.06,30.4,22,48.69,1227.69,65.56,371.22,100.0,Normal
2026-02-03 15:10:20,AC_UNIT_001,24,32.49,24,40.65,1021.46,69.96,369.26,100.0,Normal
2026-02-03 16:10:20,AC_UNIT_001,24.3,30.23,24,50.75,1305.06,65.62,369.46,100.0,Normal
2026-02-03 17:10:20,AC_UNIT_001,24.38,31.19,24,40.84,1119.18,68.8,385.87,100.0,Normal
2026-02-03 18:10:20,AC_UNIT_001,23,30.65,23,49.06,1014.23,67.34,354.98,100.0,Normal
2026-02-03 19:10:20,AC_UNIT_001,23,30.26,23,43.23,1191.5,65.83,405.61,100.0,Normal
2026-02-03 20:10:20,AC_UNIT_001,24.37,26.45,24,48.66,1055.39,67.12,407.4,100.0,Normal
2026-02-03 21:10:20,AC_UNIT_001,22,24.21,22,50.2,987.25,69.88,368.89,100.0,Normal
2026-02-03 22:10:20,AC_UNIT_001,22,25.25,22,46.45,926.81,71.95,369.29,100.0,Normal
2026-02-03 23:10:20,AC_UNIT_001,22,26.12,22,50.08,976.42,66.35,383.93,100.0,Normal
2026-02-04 00:10:20,AC_UNIT_001,22,26.06,22,51.03,882.48,74.53,352.18,100.0,Normal
2026-02-04 01:10:20,AC_UNIT_001,23,24.95,23,50.67,975.82,66.86,403.98,100.0,Normal
2026-02-04 02:10:20,AC_UNIT_001,22.12,26.98,22,48.65,861.28,74.44,387.77,100.0,Normal
2026-02-04 03:10:20,AC_UNIT_001,23,26.96,23,53.92,1029.49,72.54,368.79,100.0,Normal
2026-02-04 04:10:20,AC_UNIT_001,23,24.57,23,45.97,1081.0,74.9,381.28,100.0,Normal
2026-02-04 05:10:20,AC_UNIT_001,23.15,26.21,23,48.83,940.92,68.17,361.81,100.0,Normal
2026-02-04 06:10:20,AC_UNIT_001,24,24.56,24,47.41,931.08,66.45,359.2,100.0,Normal
2026-02-04 07:10:20,AC_UNIT_001,23.39,24.83,23,48.63,961.73,68.39,395.44,100.0,Normal
2026-02-04 08:10:20,AC_UNIT_001,23,29.19,23,44.45,1176.31,74.22,368.19,100.0,Normal
2026-02-04 09:10:20,AC_UNIT_001,24.26,33.62,24,52.3,1334.04,71.37,417.83,100.0,Normal
2026-02-04 10:10:20,AC_UNIT_001,24,29.83,24,40.49,1300.96,66.16,374.91,100.0,Normal
2026-02-04 11:10:20,AC_UNIT_001,24.35,28.52,24,44.4,1386.72,67.23,367.18,100.0,Normal
2026-02-04 12:10:20,AC_UNIT_001,22.26,33.6,22,44.3,1084.94,67.22,365.59,100.0,Normal
2026-02-04 13:10:20,AC_UNIT_001,23.49,32.19,23,45.58,1315.73,66.07,378.65,100.0,Normal
2026-02-04 14:10:20,AC_UNIT_001,23.44,31.65,23,40.52,1019.68,74.02,364.76,100.0,Normal
2026-02-04 15:10:20,AC_UNIT_001,23.16,33.96,23,50.05,1341.8,66.03,376.17,100.0,Normal
2026-02-04 16:10:20,AC_UNIT_001,24.36,30.4,24,48.58,1282.89,70.07,391.56,100.0,Normal
2026-02-04 17:10:20,AC_UNIT_001,22.46,28.64,22,53.58,1261.76,71.75,409.69,100.0,Normal
2026-02-04 18:10:20,AC_UNIT_001,22,33.54,22,40.01,1155.78,68.6,375.86,100.0,Normal
2026-02-04 19:10:20,AC_UNIT_001,23,30.38,23,50.54,1088.9,71.0,358.07,100.0,Normal
2026-02-04 20:10:20,AC_UNIT_001,24,26.9,24,49.55,1063.15,73.65,405.1,100.0,Normal
2026-02-04 21:10:20,AC_UNIT_001,23.13,26.56,23,41.57,1034.76,65.67,391.2,100.0,Normal
2026-02-04 22:10:20,AC_UNIT_001,23.09,26.92,23,41.72,994.81,73.47,413.73,100.0,Normal
2026-02-04 23:10:20,AC_UNIT_001,22.23,24.65,22,53.67,936.99,67.58,361.47,100.0,Normal
2026-02-05 00:10:20,AC_UNIT_001,23.4,24.26,23,40.54,874.82,74.15,363.16,100.0,Normal
2026-02-05 01:10:20,AC_UNIT_001,24,24.49,24,52.95,831.93,67.93,383.53,100.0,Normal
2026-02-05 02:10:20,AC_UNIT_001,23.18,25.6,23,40.23,896.18,68.81,395.31,100.0,Normal
2026-02-05 03:10:20,AC_UNIT_001,24.05,26.66,24,44.96,944.92,74.89,360.48,100.0,Normal
2026-02-05 04:10:20,AC_UNIT_001,23,24.43,23,41.13,1016.98,67.66,410.16,100.0,Normal
2026-02-05 05:10:20,AC_UNIT_001,23.09,26.49,23,54.95,871.23,67.16,395.66,100.0,Normal
2026-02-05 06:10:20,AC_UNIT_001,24,26.33,24,44.91,891.91,67.23,361.75,100.0,Normal
2026-02-05 07:10:20,AC_UNIT_001,23.27,25.65,23,49.14,1046.9,66.5,401.59,100.0,Normal
2026-02-05 08:10:20,AC_UNIT_001,22.45,28.38,22,40.24,1298.88,73.99,412.34,100.0,Normal
2026-02-05 09:10:20,AC_UNIT_001,23.34,30.25,23,51.2,1130.55,68.28,392.81,100.0,Normal
2026-02-05 10:10:20,AC_UNIT_001,24.14,30.73,24,43.62,1240.89,66.78,396.64,100.0,Normal
2026-02-05 11:10:20,AC_UNIT_001,23.27,31.0,23,43.01,1378.4,71.02,378.87,100.0,Normal
2026-02-05 12:10:20,AC_UNIT_001,22,32.32,22,40.92,1183.02,65.63,405.36,100.0,Normal
2026-02-05 13:10:20,AC_UNIT_001,23.19,28.45,23,40.67,1191.7,73.39,391.52,100.0,Normal
2026-02-05 14:10:20,AC_UNIT_001,23,31.36,23,44.46,1053.26,69.3,405.7,100.0,Normal
2026-02-05 15:10:20,AC_UNIT_001,24.37,29.18,24,52.57,1009.58,68.6,413.75,100.0,Normal
2026-02-05 16:10:20,AC_UNIT_001,22,29.6,22,52.88,1260.49,67.12,396.33,100.0,Normal
2026-02-05 17:10:20,AC_UNIT_001,23,31.63,23,45.24,1038.6,67.24,404.73,100.0,Normal
2026-02-05 18:10:20,AC_UNIT_001,23.13,30.13,23,50.84,1026.54,67.74,398.82,100.0,Normal
2026-02-05 19:10:20,AC_UNIT_001,24.4,33.29,24,46.31,1073.16,72.02,389.06,100.0,Normal
2026-02-05 20:10:20,AC_UNIT_001,24.03,26.65,24,54.68,913.28,73.07,361.26,100.0,Normal
2026-02-05 21:10:20,AC_UNIT_001,24,24.81,24,52.61,917.39,66.67,402.88,100.0,Normal
2026-02-05 22:10:20,AC_UNIT_001,23,24.67,23,44.41,1046.78,72.47,381.1,100.0,Normal
2026-02-05 23:10:20,AC_UNIT_001,24.07,24.9,24,42.7,904.02,69.12,418.16,100.0,Normal
2026-02-06 00:10:20,AC_UNIT_001,22.08,26.39,22,49.55,1071.7,74.11,367.61,100.0,Normal
2026-02-06 01:10:20,AC_UNIT_001,24,24.37,24,40.09,803.01,71.87,418.91,100.0,Normal
2026-02-06 02:10:20,AC_UNIT_001,22.2,26.57,22,43.34,970.69,73.87,414.95,100.0,Normal
2026-02-06 03:10:20,AC_UNIT_001,23,24.62,23,42.92,1091.67,74.42,394.61,100.0,Normal
2026-02-06 04:10:20,AC_UNIT_001,23.46,25.04,23,52.2,927.33,69.88,376.98,100.0,Normal
2026-02-06 05:10:20,AC_UNIT_001,23.41,25.33,23,53.92,851.78,66.42,374.19,100.0,Normal
2026-02-06 06:10:20,AC_UNIT_001,22,26.58,22,50.71,1040.4,67.86,373.84,100.0,Normal
2026-02-06 07:10:20,AC_UNIT_001,22,26.11,22,43.83,965.87,73.55,411.22,100.0,Normal
2026-02-06 08:10:20,AC_UNIT_001,23.19,28.37,23,51.54,1377.12,65.94,369.35,100.0,Normal
2026-02-06 09:10:20,AC_UNIT_001,24.11,33.58,24,43.58,1343.08,74.18,403.84,100.0,Normal
2026-02-06 10:10:20,AC_UNIT_001,22.4,28.28,22,50.21,1208.75,65.45,396.84,100.0,Normal
2026-02-06 11:10:20,AC_UNIT_001,23.47,33.04,23,44.38,1245.21,71.54,359.08,100.0,Normal
2026-02-06 12:10:20,AC_UNIT_001,23,33.93,23,41.88,1176.1,73.36,366.75,100.0,Normal
2026-02-06 13:10:20,AC_UNIT_001,24.23,32.05,24,54.87,1057.01,68.19,350.55,100.0,Normal
2026-02-06 14:10:20,AC_UNIT_001,24.1,33.79,24,40.76,1011.74,69.44,351.18,100.0,Normal
2026-02-06 15:10:20,AC_UNIT_001,22,29.56,22,51.14,1352.38,74.28,379.22,100.0,Normal
2026-02-06 16:10:20,AC_UNIT_001,23,33.05,23,49.16,1310.4,72.02,360.1,100.0,Normal
2026-02-06 17:10:20,AC_UNIT_001,23.03,31.96,23,50.33,1081.79,68.37,388.43,100.0,Normal
2026-02-06 18:10:20,AC_UNIT_001,24,28.48,24,48.77,1046.19,73.83,393.21,100.0,Normal
2026-02-06 19:10:20,AC_UNIT_001,23,31.48,23,50.07,1259.57,66.06,403.16,100.0,Normal
2026-02-06 20:10:20,AC_UNIT_001,23,27.0,23,49.04,939.62,69.33,415.06,100.0,Normal
2026-02-06 21:10:20,AC_UNIT_001,24,25.2,24,51.37,935.01,70.43,394.52,100.0,Normal
2026-02-06 22:10:20,AC_UNIT_001,24.41,25.19,24,48.74,859.26,72.04,394.43,100.0,Normal
2026-02-06 23:10:20,AC_UNIT_001,23,25.05,23,49.91,982.57,71.79,414.51,100.0,Normal
2026-02-07 00:10:20,AC_UNIT_001,24.48,26.57,24,46.02,1033.27,66.42,406.14,100.0,Normal
2026-02-07 01:10:20,AC_UNIT_001,23,26.12,23,46.71,948.59,67.54,365.98,100.0,Normal
2026-02-07 02:10:20,AC_UNIT_001,24,25.93,24,52.58,1059.53,71.5,374.81,100.0,Normal
2026-02-07 03:10:20,AC_UNIT_001,23,25.22,23,50.39,958.79,67.81,415.75,100.0,Normal
2026-02-07 04:10:20,AC_UNIT_001,22.1,25.81,22,40.94,1024.74,74.79,390.56,100.0,Normal
2026-02-07 05:10:20,AC_UNIT_001,24.17,24.22,24,54.79,808.28,72.96,388.82,100.0,Normal
2026-02-07 06:10:20,AC_UNIT_001,24.01,24.87,24,51.5,976.43,72.79,369.7,100.0,Normal
2026-02-07 07:10:20,AC_UNIT_001,24,26.53,24,48.8,1025.51,66.27,360.08,100.0,Normal
2026-02-07 08:10:20,AC_UNIT_001,22,28.39,22,45.42,1375.51,69.01,390.65,100.0,Normal
2026-02-07 09:10:20,AC_UNIT_001,24.12,28.44,24,46.32,1111.35,70.16,392.19,100.0,Normal
2026-02-07 10:10:20,AC_UNIT_001,24.15,33.72,24,42.79,1096.59,68.21,366.44,100.0,Normal
2026-02-07 11:10:20,AC_UNIT_001,23.31,31.36,23,44.01,1357.13,67.48,409.18,100.0,Normal
2026-02-07 12:10:20,AC_UNIT_001,24.22,29.67,24,40.71,1289.04,71.14,369.89,100.0,Normal
2026-02-07 13:10:20,AC_UNIT_001,22,30.27,22,52.65,1128.01,70.26,408.11,100.0,Normal
2026-02-07 14:10:20,AC_UNIT_001,22,29.76,22,52.85,1337.47,65.17,390.63,100.0,Normal
2026-02-07 15:10:20,AC_UNIT_001,23,32.51,23,40.95,1300.25,69.79,363.97,100.0,Normal
2026-02-07 16:10:20,AC_UNIT_001,22,28.18,22,47.79,1183.46,69.71,350.2,100.0,Normal
2026-02-07 17:10:20,AC_UNIT_001,23,29.31,23,43.3,1036.24,72.61,367.32,100.0,Normal
2026-02-07 18:10:20,AC_UNIT_001,22.36,33.33,22,50.42,1252.71,72.46,358.68,100.0,Normal
2026-02-07 19:10:20,AC_UNIT_001,24.06,31.73,24,47.82,1225.9,74.5,356.07,100.0,Normal
2026-02-07 20:10:20,AC_UNIT_001,22.14,26.58,22,54.47,1081.16,69.24,376.25,100.0,Normal
2026-02-07 21:10:20,AC_UNIT_001,22,26.41,22,44.61,954.91,70.14,355.27,100.0,Normal
2026-02-07 22:10:20,AC_UNIT_001,22.08,26.95,22,42.49,1047.32,65.58,369.08,100.0,Normal
2026-02-07 23:10:20,AC_UNIT_001,22,25.54,22,54.91,864.94,66.61,355.41,100.0,Normal
2026-02-08 00:10:20,AC_UNIT_001,24.23,25.19,24,46.66,842.49,68.76,404.77,100.0,Normal
2026-02-08 01:10:20,AC_UNIT_001,22.26,25.23,22,41.79,995.46,71.96,408.84,100.0,Normal
2026-02-08 02:10:20,AC_UNIT_001,24.17,24.55,24,40.71,1040.53,66.49,393.15,100.0,Normal
2026-02-08 03:10:20,AC_UNIT_001,23,26.94,23,46.11,865.72,71.78,385.28,100.0,Normal
2026-02-08 04:10:20,AC_UNIT_001,23,26.55,23,49.59,1061.55,70.21,382.19,100.0,Normal
2026-02-08 05:10:20,AC_UNIT_001,23.45,24.81,23,47.38,995.98,73.77,370.83,100.0,Normal
2026-02-08 06:10:20,AC_UNIT_001,22.4,26.59,22,53.43,1089.37,67.34,413.19,100.0,Normal
2026-02-08 07:10:20,AC_UNIT_001,22,26.64,22,46.74,978.72,67.86,414.2,100.0,Normal
2026-02-08 08:10:20,AC_UNIT_001,22.27,33.11,22,53.93,1016.36,65.03,402.38,100.0,Normal
2026-02-08 09:10:20,AC_UNIT_001,22.33,31.98,22,52.89,1179.69,70.75,404.79,100.0,Normal
2026-02-08 10:10:20,AC_UNIT_001,23.46,32.43,23,54.68,1273.38,65.72,394.44,100.0,Normal
2026-02-08 11:10:20,AC_UNIT_001,24.14,28.48,24,48.93,1394.44,72.18,360.22,100.0,Normal
2026-02-08 12:10:20,AC_UNIT_001,22,33.01,22,45.43,1070.36,66.36,399.04,100.0,Normal
2026-02-08 13:10:20,AC_UNIT_001,24,31.2,24,51.81,1049.8,72.94,355.59,100.0,Normal
2026-02-08 14:10:20,AC_UNIT_001,24,28.62,24,42.07,1037.12,66.58,362.56,100.0,Normal
2026-02-08 15:10:20,AC_UNIT_001,22,30.49,22,49.64,1104.73,68.95,381.26,100.0,Normal
2026-02-08 16:10:20,AC_UNIT_001,22.05,29.8,22,47.14,1300.68,69.83,366.16,100.0,Normal
2026-02-08 17:10:20,AC_UNIT_001,23,29.64,23,46.35,1208.56,68.18,400.98,100.0,Normal
2026-02-08 18:10:20,AC_UNIT_001,22.1,31.5,22,42.7,1284.18,66.08,419.17,100.0,Normal
2026-02-08 19:10:20,AC_UNIT_001,23.45,33.13,23,52.67,1136.32,72.67,398.72,100.0,Normal
2026-02-08 20:10:20,AC_UNIT_001,22,26.95,22,41.47,883.94,69.74,362.16,100.0,Normal
2026-02-08 21:10:20,AC_UNIT_001,23.3,24.37,23,40.81,1047.96,73.67,364.53,100.0,Normal
2026-02-08 22:10:20,AC_UNIT_001,24.35,24.11,24,46.13,940.6,72.15,379.4,100.0,Normal
2026-02-08 23:10:20,AC_UNIT_001,22.22,24.39,22,46.77,932.87,71.8,375.11,100.0,Normal
2026-02-09 00:10:20,AC_UNIT_001,24.26,26.45,24,47.15,1001.82,71.01,416.85,100.0,Normal
2026-02-09 01:10:20,AC_UNIT_001,23.36,24.97,23,54.64,861.25,68.48,416.74,100.0,Normal
2026-02-09 02:10:20,AC_UNIT_001,24,24.61,24,54.63,874.5,72.71,381.77,100.0,Normal
2026-02-09 03:10:20,AC_UNIT_001,23,25.1,23,42.38,952.89,71.37,381.21,100.0,Normal
2026-02-09 04:10:20,AC_UNIT_001,24,25.03,24,46.24,927.87,65.23,419.08,100.0,Normal
2026-02-09 05:10:20,AC_UNIT_001,23,26.62,23,42.0,889.38,67.1,374.01,100.0,Normal
2026-02-09 06:10:20,AC_UNIT_001,24.22,24.16,24,41.36,886.07,72.55,378.8,100.0,Normal
2026-02-09 07:10:20,AC_UNIT_001,23,24.63,23,42.47,1096.6,65.02,414.05,100.0,Normal
2026-02-09 08:10:20,AC_UNIT_001,23.21,32.69,23,41.08,1331.83,65.49,407.01,100.0,Normal
2026-02-09 09:10:20,AC_UNIT_001,23,33.95,23,49.19,1217.3,69.2,408.3,100.0,Normal
2026-02-09 10:10:20,AC_UNIT_001,24.13,32.52,24,44.25,1265.65,65.97,410.71,100.0,Normal
2026-02-09 11:10:20,AC_UNIT_001,24,33.48,24,54.94,1044.35,69.89,408.66,100.0,Normal
2026-02-09 12:10:20,AC_UNIT_001,23.14,29.22,23,54.93,1209.5,70.97,395.58,100.0,Normal
2026-02-09 13:10:20,AC_UNIT_001,24.16,29.57,24,49.55,1270.33,71.6,395.88,100.0,Normal
2026-02-09 14:10:20,AC_UNIT_001,24,30.32,24,45.12,1285.69,72.64,351.08,100.0,Normal
2026-02-09 15:10:20,AC_UNIT_001,24.33,28.13,24,48.0,1312.67,69.88,383.24,100.0,Normal
2026-02-09 16:10:20,AC_UNIT_001,24.25,30.02,24,42.03,1207.72,74.75,411.78,100.0,Normal
2026-02-09 17:10:20,AC_UNIT_001,23,32.68,23,50.73,1244.59,68.2,361.96,100.0,Normal
2026-02-09 18:10:20,AC_UNIT_001,22,30.52,22,52.23,1287.67,70.57,357.62,100.0,Normal
2026-02-09 19:10:20,AC_UNIT_001,22.2,29.68,22,51.1,1061.28,66.44,354.49,100.0,Normal
2026-02-09 20:10:20,AC_UNIT_001,23,25.93,23,42.74,1075.36,67.52,401.72,100.0,Normal
2026-02-09 21:10:20,AC_UNIT_001,24.5,24.98,24,43.87,981.33,65.54,375.16,100.0,Normal
2026-02-09 22:10:20,AC_UNIT_001,23.49,24.34,23,40.7,931.79,74.47,401.88,100.0,Normal
2026-02-09 23:10:20,AC_UNIT_001,24.05,26.41,24,42.74,979.43,71.12,361.21,100.0,Normal
2026-02-10 00:10:20,AC_UNIT_001,24,25.61,24,53.02,871.65,69.56,398.82,100.0,Normal
2026-02-10 01:10:20,AC_UNIT_001,24,24.63,24,47.96,998.91,69.91,375.83,100.0,Normal
2026-02-10 02:10:20,AC_UNIT_001,23,26.19,23,49.1,873.45,65.8,409.72,100.0,Normal
2026-02-10 03:10:20,AC_UNIT_001,24,24.15,24,43.71,966.92,70.29,397.2,100.0,Normal
2026-02-10 04:10:20,AC_UNIT_001,22.17,25.14,22,46.72,949.45,68.93,365.56,100.0,Normal
2026-02-10 05:10:20,AC_UNIT_001,22.12,25.56,22,53.88,814.96,66.6,387.93,100.0,Normal
2026-02-10 06:10:20,AC_UNIT_001,22.44,24.46,22,50.6,1037.74,73.07,381.73,100.0,Normal
2026-02-10 07:10:20,AC_UNIT_001,23,25.8,23,47.96,915.85,70.28,373.31,100.0,Normal
2026-02-10 08:10:20,AC_UNIT_001,22,30.46,22,46.36,1182.18,74.43,369.09,100.0,Normal
2026-02-10 09:10:20,AC_UNIT_001,22.28,28.66,22,54.57,1226.85,65.73,409.01,100.0,Normal
2026-02-10 10:10:20,AC_UNIT_001,24.33,31.18,24,46.2,1095.07,73.15,371.74,100.0,Normal
2026-02-10 11:10:20,AC_UNIT_001,24.44,30.49,24,45.71,1029.78,71.86,391.66,100.0,Normal
2026-02-10 12:10:20,AC_UNIT_001,22.1,33.68,22,52.13,1179.59,72.68,415.85,100.0,Normal
2026-02-10 13:10:20,AC_UNIT_001,23.23,31.25,23,46.23,1387.16,71.88,353.06,100.0,Normal
2026-02-10 14:10:20,AC_UNIT_001,22.38,32.85,22,45.36,1255.53,66.73,411.05,100.0,Normal
2026-02-10 15:10:20,AC_UNIT_001,24.37,30.82,24,50.04,1039.03,74.59,377.43,100.0,Normal
2026-02-10 16:10:20,AC_UNIT_001,23,31.31,23,47.75,1395.55,74.44,411.39,100.0,Normal
2026-02-10 17:10:20,AC_UNIT_001,23.06,29.3,23,46.41,1022.14,71.71,402.51,100.0,Normal
2026-02-10 18:10:20,AC_UNIT_001,22,32.49,22,53.59,1050.48,73.47,402.16,100.0,Normal
2026-02-10 19:10:20,AC_UNIT_001,24,28.81,24,45.78,1365.64,71.17,351.31,100.0,Normal
2026-02-10 20:10:20,AC_UNIT_001,24.5,25.47,24,54.26,810.83,68.21,406.42,100.0,Normal
2026-02-10 21:10:20,AC_UNIT_001,23,24.92,23,52.1,898.68,66.07,396.11,100.0,Normal
2026-02-10 22:10:20,AC_UNIT_001,23.04,25.88,23,46.5,944.33,71.89,390.47,100.0,Normal
2026-02-10 23:10:20,AC_UNIT_001,22.31,26.24,22,44.88,873.94,65.48,411.18,100.0,Normal
2026-02-11 00:10:20,AC_UNIT_001,24.07,25.81,24,46.96,1006.12,74.78,396.53,100.0,Normal
2026-02-11 01:10:20,AC_UNIT_001,22,24.14,22,40.84,857.78,71.22,417.54,100.0,Normal
2026-02-11 02:10:20,AC_UNIT_001,22,26.28,22,46.82,1080.37,72.18,414.11,100.0,Normal
